target_pkg,object_name,index,foreign_pkg,foreign_object,foreign_src_file,foreign_src_line_start,foreign_src_line_end,call_text
ggplot2,ggproto,222,ggplot2,coord_trans,R/coord-transform.r,81,108,"ggproto(NULL, CoordTrans, trans = list(x = x, y = y), limits = list(x = limx, 
    y = limy), clip = clip)"
ggplot2,labs,223,ggplot2,ggtitle,R/labels.r,94,96,"labs(title = label, subtitle = subtitle)"
ggplot2,labs,223,ggplot2,ylab,R/labels.r,88,90,labs(y = label)
ggplot2,labs,223,ggplot2,xlab,R/labels.r,82,84,labs(x = label)
ggplot2,set_last_plot,235,ggplot2,add_ggplot,R/plot-construction.r,65,72,set_last_plot(p)
ggplot2,set_last_plot,235,ggplot2,plot.ggplot,R/plot.r,156,180,set_last_plot(x)
ggplot2,set_last_plot,235,ggplot2,print.ggplot,R/plot.r,156,180,set_last_plot(x)
ggplot2,set_last_plot,235,ggplot2,ggplot.default,R/plot.r,80,103,set_last_plot(p)
ggplot2,facet_null,243,ggplot2,qplot,R/quick-plot.r,62,161,facet_null()
ggplot2,facet_null,243,ggplot2,ggplot.default,R/plot.r,80,103,facet_null()
ggplot2,facet_null,243,ggplot2,quickplot,R/quick-plot.r,62,161,facet_null()
ggplot2,panel_rows,267,ggplot2,weave_tables_row,R/facet-wrap.r,488,499,panel_rows(table)
ggplot2,panel_rows,267,ggplot2,weave_tables_col,R/facet-wrap.r,476,487,panel_rows(table)
ggplot2,scale_y_continuous,275,ggplot2,scale_y_reverse,R/scale-continuous.r,169,171,"scale_y_continuous(..., trans = reverse_trans())"
ggplot2,scale_y_continuous,275,ggplot2,scale_y_time,R/scale-date.r,232,256,"scale_y_continuous(name = name, breaks = breaks, labels = labels, 
    minor_breaks = minor_breaks, limits = limits, expand = expand, 
    oob = oob, na.value = na.value, position = position, trans = scales::hms_trans(), 
    sec.axis = sec.axis)"
ggplot2,scale_y_continuous,275,ggplot2,scale_y_sqrt,R/scale-continuous.r,179,181,"scale_y_continuous(..., trans = sqrt_trans())"
ggplot2,scale_y_continuous,275,ggplot2,scale_y_log10,R/scale-continuous.r,159,161,"scale_y_continuous(..., trans = log10_trans())"
ggplot2,theme,284,ggplot2,theme_light,R/theme-defaults.r,310,349,"theme(panel.background = element_rect(fill = ""white"", colour = NA), 
    panel.border = element_rect(fill = NA, colour = ""grey70"", 
        size = rel(1)), panel.grid = element_line(colour = ""grey87""), 
    panel.grid.major = element_line(size = rel(0.5)), panel.grid.minor = element_line(size = rel(0.25)), 
    axis.ticks = element_line(colour = ""grey70"", size = rel(0.5)), 
    legend.key = element_rect(fill = ""white"", colour = NA), strip.background = element_rect(fill = ""grey70"", 
        colour = NA), strip.text = element_text(colour = ""white"", 
        size = rel(0.8), margin = margin(0.8 * half_line, 0.8 * 
            half_line, 0.8 * half_line, 0.8 * half_line)), complete = TRUE)"
ggplot2,theme,284,ggplot2,theme_linedraw,R/theme-defaults.r,270,306,"theme(axis.text = element_text(colour = ""black"", size = rel(0.8)), 
    axis.ticks = element_line(colour = ""black"", size = rel(0.5)), 
    panel.border = element_rect(fill = NA, colour = ""black"", 
        size = rel(1)), panel.grid = element_line(colour = ""black""), 
    panel.grid.major = element_line(size = rel(0.1)), panel.grid.minor = element_line(size = rel(0.05)), 
    strip.background = element_rect(fill = ""black""), strip.text = element_text(colour = ""white"", 
        size = rel(0.8), margin = margin(0.8 * half_line, 0.8 * 
            half_line, 0.8 * half_line, 0.8 * half_line)), complete = TRUE)"
ggplot2,theme,284,ggplot2,theme_update,R/theme-current.R,88,90,theme(...)
ggplot2,theme,284,ggplot2,theme_classic,R/theme-defaults.r,419,446,"theme(panel.border = element_blank(), panel.grid.major = element_blank(), 
    panel.grid.minor = element_blank(), axis.line = element_line(colour = ""black"", 
        size = rel(1)), legend.key = element_blank(), strip.background = element_rect(fill = ""white"", 
        colour = ""black"", size = rel(2)), complete = TRUE)"
ggplot2,theme,284,ggplot2,theme_void,R/theme-defaults.r,450,507,"theme(line = element_blank(), rect = element_blank(), text = element_text(family = base_family, 
    face = ""plain"", colour = ""black"", size = base_size, lineheight = 0.9, 
    hjust = 0.5, vjust = 0.5, angle = 0, margin = margin(), debug = FALSE), 
    axis.text = element_blank(), axis.title = element_blank(), 
    axis.ticks.length = unit(0, ""pt""), axis.ticks.length.x = NULL, 
    axis.ticks.length.x.top = NULL, axis.ticks.length.x.bottom = NULL, 
    axis.ticks.length.y = NULL, axis.ticks.length.y.left = NULL, 
    axis.ticks.length.y.right = NULL, legend.box = NULL, legend.key.size = unit(1.2, 
        ""lines""), legend.position = ""right"", legend.text = element_text(size = rel(0.8)), 
    legend.title = element_text(hjust = 0), strip.text = element_text(size = rel(0.8)), 
    strip.switch.pad.grid = unit(half_line/2, ""pt""), strip.switch.pad.wrap = unit(half_line/2, 
        ""pt""), panel.ontop = FALSE, panel.spacing = unit(half_line, 
        ""pt""), plot.margin = unit(c(0, 0, 0, 0), ""lines""), plot.title = element_text(size = rel(1.2), 
        hjust = 0, vjust = 1, margin = margin(t = half_line)), 
    plot.subtitle = element_text(hjust = 0, vjust = 1, margin = margin(t = half_line)), 
    plot.caption = element_text(size = rel(0.8), hjust = 1, vjust = 1, 
        margin = margin(t = half_line)), plot.tag = element_text(size = rel(1.2), 
        hjust = 0.5, vjust = 0.5), plot.tag.position = ""topleft"", 
    complete = TRUE)"
ggplot2,theme,284,ggplot2,theme_bw,R/theme-defaults.r,242,266,"theme(panel.background = element_rect(fill = ""white"", colour = NA), 
    panel.border = element_rect(fill = NA, colour = ""grey20""), 
    panel.grid = element_line(colour = ""grey92""), panel.grid.minor = element_line(size = rel(0.5)), 
    strip.background = element_rect(fill = ""grey85"", colour = ""grey20""), 
    legend.key = element_rect(fill = ""white"", colour = NA), complete = TRUE)"
ggplot2,theme,284,ggplot2,theme_minimal,R/theme-defaults.r,394,415,"theme(axis.ticks = element_blank(), legend.background = element_blank(), 
    legend.key = element_blank(), panel.background = element_blank(), 
    panel.border = element_blank(), strip.background = element_blank(), 
    plot.background = element_blank(), complete = TRUE)"
ggplot2,theme,284,ggplot2,qplot,R/quick-plot.r,62,161,theme(aspect.ratio = asp)
ggplot2,theme,284,ggplot2,theme_dark,R/theme-defaults.r,353,390,"theme(panel.background = element_rect(fill = ""grey50"", colour = NA), 
    panel.grid = element_line(colour = ""grey42""), panel.grid.major = element_line(size = rel(0.5)), 
    panel.grid.minor = element_line(size = rel(0.25)), axis.ticks = element_line(colour = ""grey20"", 
        size = rel(0.5)), legend.key = element_rect(fill = ""grey50"", 
        colour = NA), strip.background = element_rect(fill = ""grey15"", 
        colour = NA), strip.text = element_text(colour = ""grey90"", 
        size = rel(0.8), margin = margin(0.8 * half_line, 0.8 * 
            half_line, 0.8 * half_line, 0.8 * half_line)), complete = TRUE)"
ggplot2,theme,284,ggplot2,theme_test,R/theme-defaults.r,512,636,"theme(line = element_line(colour = ""black"", size = base_line_size, 
    linetype = 1, lineend = ""butt""), rect = element_rect(fill = ""white"", 
    colour = ""black"", size = base_rect_size, linetype = 1), text = element_text(family = base_family, 
    face = ""plain"", colour = ""black"", size = base_size, lineheight = 0.9, 
    hjust = 0.5, vjust = 0.5, angle = 0, margin = margin(), debug = FALSE), 
    axis.line = element_blank(), axis.line.x = NULL, axis.line.y = NULL, 
    axis.text = element_text(size = rel(0.8), colour = ""grey30""), 
    axis.text.x = element_text(margin = margin(t = 0.8 * half_line/2), 
        vjust = 1), axis.text.x.top = element_text(margin = margin(b = 0.8 * 
        half_line/2), vjust = 0), axis.text.y = element_text(margin = margin(r = 0.8 * 
        half_line/2), hjust = 1), axis.text.y.right = element_text(margin = margin(l = 0.8 * 
        half_line/2), hjust = 0), axis.ticks = element_line(colour = ""grey20""), 
    axis.ticks.length = unit(half_line/2, ""pt""), axis.ticks.length.x = NULL, 
    axis.ticks.length.x.top = NULL, axis.ticks.length.x.bottom = NULL, 
    axis.ticks.length.y = NULL, axis.ticks.length.y.left = NULL, 
    axis.ticks.length.y.right = NULL, axis.title.x = element_text(margin = margin(t = half_line/2), 
        vjust = 1), axis.title.x.top = element_text(margin = margin(b = half_line/2), 
        vjust = 0), axis.title.y = element_text(angle = 90, margin = margin(r = half_line/2), 
        vjust = 1), axis.title.y.right = element_text(angle = -90, 
        margin = margin(l = half_line/2), vjust = 0), legend.background = element_rect(colour = NA), 
    legend.spacing = unit(2 * half_line, ""pt""), legend.spacing.x = NULL, 
    legend.spacing.y = NULL, legend.margin = margin(0, 0, 0, 
        0, ""cm""), legend.key = element_rect(fill = ""white"", colour = NA), 
    legend.key.size = unit(1.2, ""lines""), legend.key.height = NULL, 
    legend.key.width = NULL, legend.text = element_text(size = rel(0.8)), 
    legend.text.align = NULL, legend.title = element_text(hjust = 0), 
    legend.title.align = NULL, legend.position = ""right"", legend.direction = NULL, 
    legend.justification = ""center"", legend.box = NULL, legend.box.margin = margin(0, 
        0, 0, 0, ""cm""), legend.box.background = element_blank(), 
    legend.box.spacing = unit(2 * half_line, ""pt""), panel.background = element_rect(fill = ""white"", 
        colour = NA), panel.border = element_rect(fill = NA, 
        colour = ""grey20""), panel.grid.major = element_blank(), 
    panel.grid.minor = element_blank(), panel.spacing = unit(half_line, 
        ""pt""), panel.spacing.x = NULL, panel.spacing.y = NULL, 
    panel.ontop = FALSE, strip.background = element_rect(fill = ""grey85"", 
        colour = ""grey20""), strip.text = element_text(colour = ""grey10"", 
        size = rel(0.8), margin = margin(0.8 * half_line, 0.8 * 
            half_line, 0.8 * half_line, 0.8 * half_line)), strip.text.x = NULL, 
    strip.text.y = element_text(angle = -90), strip.placement = ""inside"", 
    strip.placement.x = NULL, strip.placement.y = NULL, strip.switch.pad.grid = unit(half_line/2, 
        ""pt""), strip.switch.pad.wrap = unit(half_line/2, ""pt""), 
    plot.background = element_rect(colour = ""white""), plot.title = element_text(size = rel(1.2), 
        hjust = 0, vjust = 1, margin = margin(b = half_line)), 
    plot.subtitle = element_text(hjust = 0, vjust = 1, margin = margin(b = half_line)), 
    plot.caption = element_text(size = rel(0.8), hjust = 1, vjust = 1, 
        margin = margin(t = half_line)), plot.tag = element_text(size = rel(1.2), 
        hjust = 0.5, vjust = 0.5), plot.tag.position = ""topleft"", 
    plot.margin = margin(half_line, half_line, half_line, half_line), 
    complete = TRUE)"
ggplot2,theme,284,ggplot2,theme_grey,R/theme-defaults.r,98,235,"theme(line = element_line(colour = ""black"", size = base_line_size, 
    linetype = 1, lineend = ""butt""), rect = element_rect(fill = ""white"", 
    colour = ""black"", size = base_rect_size, linetype = 1), text = element_text(family = base_family, 
    face = ""plain"", colour = ""black"", size = base_size, lineheight = 0.9, 
    hjust = 0.5, vjust = 0.5, angle = 0, margin = margin(), debug = FALSE), 
    axis.line = element_blank(), axis.line.x = NULL, axis.line.y = NULL, 
    axis.text = element_text(size = rel(0.8), colour = ""grey30""), 
    axis.text.x = element_text(margin = margin(t = 0.8 * half_line/2), 
        vjust = 1), axis.text.x.top = element_text(margin = margin(b = 0.8 * 
        half_line/2), vjust = 0), axis.text.y = element_text(margin = margin(r = 0.8 * 
        half_line/2), hjust = 1), axis.text.y.right = element_text(margin = margin(l = 0.8 * 
        half_line/2), hjust = 0), axis.ticks = element_line(colour = ""grey20""), 
    axis.ticks.length = unit(half_line/2, ""pt""), axis.ticks.length.x = NULL, 
    axis.ticks.length.x.top = NULL, axis.ticks.length.x.bottom = NULL, 
    axis.ticks.length.y = NULL, axis.ticks.length.y.left = NULL, 
    axis.ticks.length.y.right = NULL, axis.title.x = element_text(margin = margin(t = half_line/2), 
        vjust = 1), axis.title.x.top = element_text(margin = margin(b = half_line/2), 
        vjust = 0), axis.title.y = element_text(angle = 90, margin = margin(r = half_line/2), 
        vjust = 1), axis.title.y.right = element_text(angle = -90, 
        margin = margin(l = half_line/2), vjust = 0), legend.background = element_rect(colour = NA), 
    legend.spacing = unit(2 * half_line, ""pt""), legend.spacing.x = NULL, 
    legend.spacing.y = NULL, legend.margin = margin(half_line, 
        half_line, half_line, half_line), legend.key = element_rect(fill = ""grey95"", 
        colour = ""white""), legend.key.size = unit(1.2, ""lines""), 
    legend.key.height = NULL, legend.key.width = NULL, legend.text = element_text(size = rel(0.8)), 
    legend.text.align = NULL, legend.title = element_text(hjust = 0), 
    legend.title.align = NULL, legend.position = ""right"", legend.direction = NULL, 
    legend.justification = ""center"", legend.box = NULL, legend.box.margin = margin(0, 
        0, 0, 0, ""cm""), legend.box.background = element_blank(), 
    legend.box.spacing = unit(2 * half_line, ""pt""), panel.background = element_rect(fill = ""grey92"", 
        colour = NA), panel.border = element_blank(), panel.grid = element_line(colour = ""white""), 
    panel.grid.minor = element_line(size = rel(0.5)), panel.spacing = unit(half_line, 
        ""pt""), panel.spacing.x = NULL, panel.spacing.y = NULL, 
    panel.ontop = FALSE, strip.background = element_rect(fill = ""grey85"", 
        colour = NA), strip.text = element_text(colour = ""grey10"", 
        size = rel(0.8), margin = margin(0.8 * half_line, 0.8 * 
            half_line, 0.8 * half_line, 0.8 * half_line)), strip.text.x = NULL, 
    strip.text.y = element_text(angle = -90), strip.placement = ""inside"", 
    strip.placement.x = NULL, strip.placement.y = NULL, strip.switch.pad.grid = unit(half_line/2, 
        ""pt""), strip.switch.pad.wrap = unit(half_line/2, ""pt""), 
    plot.background = element_rect(colour = ""white""), plot.title = element_text(size = rel(1.2), 
        hjust = 0, vjust = 1, margin = margin(b = half_line)), 
    plot.subtitle = element_text(hjust = 0, vjust = 1, margin = margin(b = half_line)), 
    plot.caption = element_text(size = rel(0.8), hjust = 1, vjust = 1, 
        margin = margin(t = half_line)), plot.tag = element_text(size = rel(1.2), 
        hjust = 0.5, vjust = 0.5), plot.tag.position = ""topleft"", 
    plot.margin = margin(half_line, half_line, half_line, half_line), 
    complete = TRUE)"
ggplot2,theme,284,ggplot2,quickplot,R/quick-plot.r,62,161,theme(aspect.ratio = asp)
ggplot2,theme,284,ggplot2,theme_replace,R/theme-current.R,94,96,theme(...)
ggplot2,theme,284,ggplot2,theme_gray,R/theme-defaults.r,98,235,"theme(line = element_line(colour = ""black"", size = base_line_size, 
    linetype = 1, lineend = ""butt""), rect = element_rect(fill = ""white"", 
    colour = ""black"", size = base_rect_size, linetype = 1), text = element_text(family = base_family, 
    face = ""plain"", colour = ""black"", size = base_size, lineheight = 0.9, 
    hjust = 0.5, vjust = 0.5, angle = 0, margin = margin(), debug = FALSE), 
    axis.line = element_blank(), axis.line.x = NULL, axis.line.y = NULL, 
    axis.text = element_text(size = rel(0.8), colour = ""grey30""), 
    axis.text.x = element_text(margin = margin(t = 0.8 * half_line/2), 
        vjust = 1), axis.text.x.top = element_text(margin = margin(b = 0.8 * 
        half_line/2), vjust = 0), axis.text.y = element_text(margin = margin(r = 0.8 * 
        half_line/2), hjust = 1), axis.text.y.right = element_text(margin = margin(l = 0.8 * 
        half_line/2), hjust = 0), axis.ticks = element_line(colour = ""grey20""), 
    axis.ticks.length = unit(half_line/2, ""pt""), axis.ticks.length.x = NULL, 
    axis.ticks.length.x.top = NULL, axis.ticks.length.x.bottom = NULL, 
    axis.ticks.length.y = NULL, axis.ticks.length.y.left = NULL, 
    axis.ticks.length.y.right = NULL, axis.title.x = element_text(margin = margin(t = half_line/2), 
        vjust = 1), axis.title.x.top = element_text(margin = margin(b = half_line/2), 
        vjust = 0), axis.title.y = element_text(angle = 90, margin = margin(r = half_line/2), 
        vjust = 1), axis.title.y.right = element_text(angle = -90, 
        margin = margin(l = half_line/2), vjust = 0), legend.background = element_rect(colour = NA), 
    legend.spacing = unit(2 * half_line, ""pt""), legend.spacing.x = NULL, 
    legend.spacing.y = NULL, legend.margin = margin(half_line, 
        half_line, half_line, half_line), legend.key = element_rect(fill = ""grey95"", 
        colour = ""white""), legend.key.size = unit(1.2, ""lines""), 
    legend.key.height = NULL, legend.key.width = NULL, legend.text = element_text(size = rel(0.8)), 
    legend.text.align = NULL, legend.title = element_text(hjust = 0), 
    legend.title.align = NULL, legend.position = ""right"", legend.direction = NULL, 
    legend.justification = ""center"", legend.box = NULL, legend.box.margin = margin(0, 
        0, 0, 0, ""cm""), legend.box.background = element_blank(), 
    legend.box.spacing = unit(2 * half_line, ""pt""), panel.background = element_rect(fill = ""grey92"", 
        colour = NA), panel.border = element_blank(), panel.grid = element_line(colour = ""white""), 
    panel.grid.minor = element_line(size = rel(0.5)), panel.spacing = unit(half_line, 
        ""pt""), panel.spacing.x = NULL, panel.spacing.y = NULL, 
    panel.ontop = FALSE, strip.background = element_rect(fill = ""grey85"", 
        colour = NA), strip.text = element_text(colour = ""grey10"", 
        size = rel(0.8), margin = margin(0.8 * half_line, 0.8 * 
            half_line, 0.8 * half_line, 0.8 * half_line)), strip.text.x = NULL, 
    strip.text.y = element_text(angle = -90), strip.placement = ""inside"", 
    strip.placement.x = NULL, strip.placement.y = NULL, strip.switch.pad.grid = unit(half_line/2, 
        ""pt""), strip.switch.pad.wrap = unit(half_line/2, ""pt""), 
    plot.background = element_rect(colour = ""white""), plot.title = element_text(size = rel(1.2), 
        hjust = 0, vjust = 1, margin = margin(b = half_line)), 
    plot.subtitle = element_text(hjust = 0, vjust = 1, margin = margin(b = half_line)), 
    plot.caption = element_text(size = rel(0.8), hjust = 1, vjust = 1, 
        margin = margin(t = half_line)), plot.tag = element_text(size = rel(1.2), 
        hjust = 0.5, vjust = 0.5), plot.tag.position = ""topleft"", 
    plot.margin = margin(half_line, half_line, half_line, half_line), 
    complete = TRUE)"
ggplot2,layer_sf,285,ggplot2,stat_sf_coordinates,R/stat-sf-coordinates.R,60,79,"layer_sf(stat = StatSfCoordinates, data = data, mapping = mapping, 
    geom = geom, position = position, show.legend = show.legend, 
    inherit.aes = inherit.aes, params = list(na.rm = na.rm, fun.geometry = fun.geometry, 
        ...))"
ggplot2,layer_sf,285,ggplot2,geom_sf_label,R/geom-sf.R,195,235,"layer_sf(data = data, mapping = mapping, stat = stat, geom = GeomLabel, 
    position = position, show.legend = show.legend, inherit.aes = inherit.aes, 
    params = list(parse = parse, label.padding = label.padding, 
        label.r = label.r, label.size = label.size, na.rm = na.rm, 
        fun.geometry = fun.geometry, ...))"
ggplot2,layer_sf,285,ggplot2,geom_sf_text,R/geom-sf.R,241,277,"layer_sf(data = data, mapping = mapping, stat = stat, geom = GeomText, 
    position = position, show.legend = show.legend, inherit.aes = inherit.aes, 
    params = list(parse = parse, check_overlap = check_overlap, 
        na.rm = na.rm, fun.geometry = fun.geometry, ...))"
ggplot2,layer_sf,285,ggplot2,stat_sf,R/stat-sf.R,22,39,"layer_sf(stat = StatSf, data = data, mapping = mapping, geom = geom, 
    position = position, show.legend = if (is.character(show.legend)) TRUE else show.legend, 
    inherit.aes = inherit.aes, params = list(na.rm = na.rm, legend = if (is.character(show.legend)) show.legend else ""polygon"", 
        ...))"
ggplot2,layer_sf,285,ggplot2,geom_sf,R/geom-sf.R,169,189,"layer_sf(geom = GeomSf, data = data, mapping = mapping, stat = stat, 
    position = position, show.legend = if (is.character(show.legend)) TRUE else show.legend, 
    inherit.aes = inherit.aes, params = list(na.rm = na.rm, legend = if (is.character(show.legend)) show.legend else ""polygon"", 
        ...))"
ggplot2,coord_cartesian,318,ggplot2,ggplot.default,R/plot.r,80,103,coord_cartesian(default = TRUE)
ggplot2,ggplot_gtable,325,ggplot2,benchplot,R/bench.r,15,31,ggplot_gtable(data)
ggplot2,ggplot_gtable,325,ggplot2,plot.ggplot,R/plot.r,156,180,ggplot_gtable(data)
ggplot2,ggplot_gtable,325,ggplot2,print.ggplot,R/plot.r,156,180,ggplot_gtable(data)
ggplot2,ggplot_gtable,325,ggplot2,ggplotGrob,R/plot-build.r,371,373,ggplot_gtable(ggplot_build(x))
ggplot2,layer,326,ggplot2,geom_label,R/geom-label.R,6,43,"layer(data = data, mapping = mapping, stat = stat, geom = GeomLabel, 
    position = position, show.legend = show.legend, inherit.aes = inherit.aes, 
    params = list(parse = parse, label.padding = label.padding, 
        label.r = label.r, label.size = label.size, na.rm = na.rm, 
        ...))"
ggplot2,layer,326,ggplot2,geom_polygon,R/geom-polygon.r,81,102,"layer(data = data, mapping = mapping, stat = stat, geom = GeomPolygon, 
    position = position, show.legend = show.legend, inherit.aes = inherit.aes, 
    params = list(na.rm = na.rm, rule = rule, ...))"
ggplot2,layer,326,ggplot2,annotation_logticks,R/annotation-logticks.r,76,105,"layer(data = dummy_data(), mapping = NULL, stat = StatIdentity, 
    geom = GeomLogticks, position = PositionIdentity, show.legend = FALSE, 
    inherit.aes = FALSE, params = list(base = base, sides = sides, 
        scaled = scaled, short = short, mid = mid, long = long, 
        colour = colour, size = size, linetype = linetype, alpha = alpha, 
        ...))"
ggplot2,layer,326,ggplot2,stat_identity,R/stat-identity.r,11,29,"layer(data = data, mapping = mapping, stat = StatIdentity, geom = geom, 
    position = position, show.legend = show.legend, inherit.aes = inherit.aes, 
    params = list(na.rm = FALSE, ...))"
ggplot2,layer,326,ggplot2,geom_segment,R/geom-segment.r,68,95,"layer(data = data, mapping = mapping, stat = stat, geom = GeomSegment, 
    position = position, show.legend = show.legend, inherit.aes = inherit.aes, 
    params = list(arrow = arrow, arrow.fill = arrow.fill, lineend = lineend, 
        linejoin = linejoin, na.rm = na.rm, ...))"
ggplot2,layer,326,ggplot2,geom_errorbar,R/geom-errorbar.r,3,22,"layer(data = data, mapping = mapping, stat = stat, geom = GeomErrorbar, 
    position = position, show.legend = show.legend, inherit.aes = inherit.aes, 
    params = list(na.rm = na.rm, ...))"
ggplot2,layer,326,ggplot2,stat_qq_line,R/stat-qq-line.R,7,36,"layer(data = data, mapping = mapping, stat = StatQqLine, geom = geom, 
    position = position, show.legend = show.legend, inherit.aes = inherit.aes, 
    params = list(distribution = distribution, dparams = dparams, 
        na.rm = na.rm, line.p = line.p, fullrange = fullrange, 
        ...))"
ggplot2,layer,326,ggplot2,geom_spoke,R/geom-spoke.r,23,42,"layer(data = data, mapping = mapping, geom = GeomSpoke, stat = stat, 
    position = position, show.legend = show.legend, inherit.aes = inherit.aes, 
    params = list(na.rm = na.rm, ...))"
ggplot2,layer,326,ggplot2,geom_tile,R/geom-tile.r,58,79,"layer(data = data, mapping = mapping, stat = stat, geom = GeomTile, 
    position = position, show.legend = show.legend, inherit.aes = inherit.aes, 
    params = list(linejoin = linejoin, na.rm = na.rm, ...))"
ggplot2,layer,326,ggplot2,geom_map,R/geom-map.r,62,90,"layer(data = data, mapping = mapping, stat = stat, geom = GeomMap, 
    position = PositionIdentity, show.legend = show.legend, inherit.aes = inherit.aes, 
    params = list(map = map, na.rm = na.rm, ...))"
ggplot2,layer,326,ggplot2,geom_text,R/geom-text.r,126,160,"layer(data = data, mapping = mapping, stat = stat, geom = GeomText, 
    position = position, show.legend = show.legend, inherit.aes = inherit.aes, 
    params = list(parse = parse, check_overlap = check_overlap, 
        na.rm = na.rm, ...))"
ggplot2,layer,326,ggplot2,geom_pointrange,R/geom-pointrange.r,3,24,"layer(data = data, mapping = mapping, stat = stat, geom = GeomPointrange, 
    position = position, show.legend = show.legend, inherit.aes = inherit.aes, 
    params = list(fatten = fatten, na.rm = na.rm, ...))"
ggplot2,layer,326,ggplot2,geom_dotplot,R/geom-dotplot.r,117,171,"layer(data = data, mapping = mapping, stat = StatBindot, geom = GeomDotplot, 
    position = position, show.legend = show.legend, inherit.aes = inherit.aes, 
    params = list(binaxis = binaxis, binwidth = binwidth, binpositions = binpositions, 
        method = method, origin = origin, right = right, width = width, 
        drop = drop, stackdir = stackdir, stackratio = stackratio, 
        dotsize = dotsize, stackgroups = stackgroups, na.rm = na.rm, 
        ...))"
ggplot2,layer,326,ggplot2,geom_ribbon,R/geom-ribbon.r,34,53,"layer(data = data, mapping = mapping, stat = stat, geom = GeomRibbon, 
    position = position, show.legend = show.legend, inherit.aes = inherit.aes, 
    params = list(na.rm = na.rm, ...))"
ggplot2,layer,326,ggplot2,geom_boxplot,R/geom-boxplot.r,105,154,"layer(data = data, mapping = mapping, stat = stat, geom = GeomBoxplot, 
    position = position, show.legend = show.legend, inherit.aes = inherit.aes, 
    params = list(outlier.colour = outlier.color %||% outlier.colour, 
        outlier.fill = outlier.fill, outlier.shape = outlier.shape, 
        outlier.size = outlier.size, outlier.stroke = outlier.stroke, 
        outlier.alpha = outlier.alpha, notch = notch, notchwidth = notchwidth, 
        varwidth = varwidth, na.rm = na.rm, ...))"
ggplot2,layer,326,ggplot2,stat_summary_hex,R/stat-summary-hex.r,4,33,"layer(data = data, mapping = mapping, stat = StatSummaryHex, 
    geom = geom, position = position, show.legend = show.legend, 
    inherit.aes = inherit.aes, params = list(bins = bins, binwidth = binwidth, 
        drop = drop, fun = fun, fun.args = fun.args, na.rm = na.rm, 
        ...))"
ggplot2,layer,326,ggplot2,geom_density_2d,R/geom-density2d.r,47,72,"layer(data = data, mapping = mapping, stat = stat, geom = GeomDensity2d, 
    position = position, show.legend = show.legend, inherit.aes = inherit.aes, 
    params = list(lineend = lineend, linejoin = linejoin, linemitre = linemitre, 
        na.rm = na.rm, ...))"
ggplot2,layer,326,ggplot2,stat_bin_hex,R/stat-binhex.r,11,34,"layer(data = data, mapping = mapping, stat = StatBinhex, geom = geom, 
    position = position, show.legend = show.legend, inherit.aes = inherit.aes, 
    params = list(bins = bins, binwidth = binwidth, na.rm = na.rm, 
        ...))"
ggplot2,layer,326,ggplot2,geom_step,R/geom-path.r,271,288,"layer(data = data, mapping = mapping, stat = stat, geom = GeomStep, 
    position = position, show.legend = show.legend, inherit.aes = inherit.aes, 
    params = list(direction = direction, na.rm = na.rm, ...))"
ggplot2,layer,326,ggplot2,geom_path,R/geom-path.r,92,119,"layer(data = data, mapping = mapping, stat = stat, geom = GeomPath, 
    position = position, show.legend = show.legend, inherit.aes = inherit.aes, 
    params = list(lineend = lineend, linejoin = linejoin, linemitre = linemitre, 
        arrow = arrow, na.rm = na.rm, ...))"
ggplot2,layer,326,ggplot2,stat_function,R/stat-function.r,57,84,"layer(data = data, mapping = mapping, stat = StatFunction, geom = geom, 
    position = position, show.legend = show.legend, inherit.aes = inherit.aes, 
    params = list(fun = fun, n = n, args = args, na.rm = na.rm, 
        xlim = xlim, ...))"
ggplot2,layer,326,ggplot2,stat_density,R/stat-density.r,29,59,"layer(data = data, mapping = mapping, stat = StatDensity, geom = geom, 
    position = position, show.legend = show.legend, inherit.aes = inherit.aes, 
    params = list(bw = bw, adjust = adjust, kernel = kernel, 
        n = n, trim = trim, na.rm = na.rm, ...))"
ggplot2,layer,326,ggplot2,layer_sf,R/layer-sf.R,11,22,"layer(geom = geom, stat = stat, data = data, mapping = mapping, 
    position = position, params = params, inherit.aes = inherit.aes, 
    check.aes = check.aes, check.param = check.param, show.legend = show.legend, 
    layer_class = LayerSf)"
ggplot2,layer,326,ggplot2,stat_boxplot,R/stat-boxplot.r,16,37,"layer(data = data, mapping = mapping, stat = StatBoxplot, geom = geom, 
    position = position, show.legend = show.legend, inherit.aes = inherit.aes, 
    params = list(na.rm = na.rm, coef = coef, ...))"
ggplot2,layer,326,ggplot2,geom_freqpoly,R/geom-freqpoly.r,3,25,"layer(data = data, mapping = mapping, stat = stat, geom = GeomPath, 
    position = position, show.legend = show.legend, inherit.aes = inherit.aes, 
    params = params)"
ggplot2,layer,326,ggplot2,geom_density2d,R/geom-density2d.r,47,72,"layer(data = data, mapping = mapping, stat = stat, geom = GeomDensity2d, 
    position = position, show.legend = show.legend, inherit.aes = inherit.aes, 
    params = list(lineend = lineend, linejoin = linejoin, linemitre = linemitre, 
        na.rm = na.rm, ...))"
